rows,duration_s,median_horizontal_accuracy_m,max_distance_from_start_m,total_gps_path_length_m,median_reported_speed_mps,median_computed_speed_mps,max_computed_speed_mps
283,122.797,3.009,64.816,139.018,0.932,1.116,8.318
