rows,duration_s,jump_start_s,jump_end_s,jump_rows,jump_offset_x_m,jump_offset_y_m,jump_offset_norm_m,gate_sigma,min_gate_m,raw_gps_path_length_m,ungated_jump_kalman_path_length_m,gated_jump_kalman_path_length_m,ungated_max_jump_window_error_m,gated_max_jump_window_error_m,ungated_median_jump_window_error_m,gated_median_jump_window_error_m,ungated_max_jump_window_speed_mps,gated_max_jump_window_speed_mps,gated_rejected_updates_total,gated_rejected_updates_in_jump_window,ungated_final_error_m,gated_final_error_m
283,122.797,80.0,90.0,25,20.0,-10.0,22.361,4.0,8.0,139.018,192.202,144.912,26.543,3.782,23.299,2.249,4.999,1.078,25,25,0.375,0.375
