rows,duration_s,jump_start_s,jump_end_s,jump_rows,jump_offset_x_m,jump_offset_y_m,jump_offset_norm_m,gate_sigma,min_gate_m,reliability_floor,raw_gps_path_length_m,ungated_path_length_m,gated_path_length_m,reliability_weighted_path_length_m,ungated_max_jump_error_m,gated_max_jump_error_m,reliability_weighted_max_jump_error_m,ungated_median_jump_error_m,gated_median_jump_error_m,reliability_weighted_median_jump_error_m,ungated_max_jump_speed_mps,gated_max_jump_speed_mps,reliability_weighted_max_jump_speed_mps,gated_rejected_updates_in_jump_window,reliability_min_score_in_jump_window,reliability_median_score_in_jump_window,ungated_final_error_m,gated_final_error_m,reliability_weighted_final_error_m
283,122.797,80.0,90.0,25,20.0,-10.0,22.361,4.0,8.0,0.05,139.018,192.202,144.912,189.821,26.543,3.782,25.867,23.299,2.249,23.305,4.999,1.078,4.562,25,0.083,1.0,0.375,0.375,0.375
